33.3,4.9,0.3,8.5,0,0
37,45.8,34.1,6.4,13.2,0
18.5,27.1,21.7,21.3,61.3,0
3.7,2.8,4.3,2.1,2.8,0
7.4,19.4,39.6,61.7,22.6,0
0,0,0,0,0,23.2
