37,4.2,1.5,0.7,7.5,0
40.7,38.2,31.9,6.4,34,0
14.8,27.1,47.1,54.6,15.1,0
0,0,0,0.7,0,0
7.4,30.6,19.5,37.6,43.4,0
0,0,0,0,0,35.6
