77.8,15.3,12.1,0,22.6,0
18.5,50.7,9,0,31.1,0
0,25.7,51.1,14.2,30.2,0
0,0,4.3,64.5,0,0
3.7,8.3,23.5,21.3,16,0
0,0,0,0,0,49.5
