7.4,0,0,0,0,0
70.4,72.9,62.2,3.5,11.3,0
3.7,8.3,28.2,46.8,0.9,0
0,0,4.3,49.6,0,0
18.5,18.8,5.3,0,87.7,0
0,0,0,0,0,48.7
