7.4,1.4,0,0,0,0
77.8,61.1,22,0,23.6,0
3.7,20.1,72.8,9.9,18.9,0
0,0,5.3,90.1,0,0
11.1,17.4,0,0,57.5,0
0,0,0,0,0,69.2
