99.8,44.4,27.6,NaN,NaN,75.7,NaN,0
0,22.2,0,NaN,NaN,0,NaN,0
0,0,64.3,NaN,NaN,6.8,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0,33.3,0,NaN,NaN,0.6,NaN,0
0.2,0,15.3,NaN,NaN,20.3,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0,0,0,0,0,0,0,76
