89.2,0,3.1,NaN,NaN,31.6,NaN,0
0,55.6,3.1,NaN,NaN,0.6,NaN,0
10.4,0,86.7,NaN,NaN,17.5,NaN,0
0,0,0,NaN,NaN,1.7,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0.4,44.4,19.4,NaN,NaN,55.4,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0,0,0,0,0,0,0,80.7
