58,0,0,NaN,NaN,7.3,NaN,0
0.2,100,70.4,NaN,NaN,14.7,NaN,0
25.3,0,31.6,NaN,NaN,60.5,NaN,0
6.8,0,3.1,NaN,NaN,13.6,NaN,0
0,0,0,NaN,NaN,1.7,NaN,0
9.5,11.1,9.2,NaN,NaN,15.3,NaN,0
0.4,0,1,NaN,NaN,1.7,NaN,0
0,0,0,0,0,0,0,45.2
