22.2,5.6,1.2,0,0,0
51.9,76.4,57.9,43.3,84,0
25.9,11.8,36.5,48.9,2.8,0
0,0,0,0,0,0
0,6.3,4.3,7.8,13.2,0
0,0,0,0,0,33.5
