89,44.4,7.1,NaN,NaN,23.2,NaN,0
0,0,0,NaN,NaN,0,NaN,0
10.1,33.3,70.4,NaN,NaN,13,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0.8,22.2,42.9,NaN,NaN,72.3,NaN,0
0,0,0,NaN,NaN,0,NaN,0
0,0,0,0,0,0,0,81.7
