57.8,0,0,NaN,NaN,0.6,NaN,0
0.2,100,3.1,NaN,NaN,0.6,NaN,0
10.6,0,95.9,NaN,NaN,35,NaN,0
0.2,0,2,NaN,NaN,2.8,NaN,0
0,0,3.1,NaN,NaN,3.4,NaN,0
31.7,22.2,21.4,NaN,NaN,78.5,NaN,0
0.2,0,0,NaN,NaN,4.5,NaN,0
0,0,0,0,0,0,0,67.9
