55.6,3.5,0.6,0,0,0
33.3,50,18,0,17.9,0
7.4,33.3,56.3,48.9,27.4,0
0,0,0.3,12.1,0,0
3.7,13.2,24.8,39,54.7,0
0,0,0,0,0,46.4
