25.9,6.9,0.6,0,16,0
40.7,73.6,43,6.4,80.2,0
18.5,13.9,50.8,87.9,1.9,0
0,0,0.3,5.7,0,0
14.8,5.6,5.3,0,1.9,0
0,0,0,0,0,38.7
